instrument_name,strike,option_type,expiration,mark_iv,open_interest,delta,gamma,vega,theta
BTC-25SEP26-45000-C,45000.0,call,1790323200000,57.71,148.2,0.96519,0.0,34.7877,-8.19192
BTC-25SEP26-45000-P,45000.0,put,1790323200000,57.71,1801.8,-0.03481,0.0,34.78736,-8.19186
BTC-25SEP26-50000-C,50000.0,call,1790323200000,52.86,32.6,0.94602,0.0,49.56671,-10.69111
BTC-25SEP26-50000-P,50000.0,put,1790323200000,52.86,3166.2,-0.05398,0.0,49.56736,-10.69129
BTC-25SEP26-55000-C,55000.0,call,1790323200000,48.57,82.1,0.91691,1e-05,69.1795,-13.7124
BTC-25SEP26-55000-P,55000.0,put,1790323200000,48.57,1838.9,-0.08314,1e-05,69.20483,-13.71741
BTC-25SEP26-56000-C,56000.0,call,1790323200000,48.18,9.2,0.90801,1e-05,74.63028,-14.6733
BTC-25SEP26-56000-P,56000.0,put,1790323200000,48.18,118.6,-0.09199,1e-05,74.63028,-14.6733
BTC-25SEP26-58000-C,58000.0,call,1790323200000,46.72,29.2,0.891,1e-05,84.47143,-16.106
BTC-25SEP26-58000-P,58000.0,put,1790323200000,46.72,600.0,-0.10901,1e-05,84.47596,-16.10685
BTC-25SEP26-60000-C,60000.0,call,1790323200000,45.33,233.0,0.87127,1e-05,95.00446,-17.57303
BTC-25SEP26-60000-P,60000.0,put,1790323200000,45.33,3378.1,-0.12871,1e-05,94.99962,-17.57213
BTC-25SEP26-62000-C,62000.0,call,1790323200000,44.3,14.0,0.8473,1e-05,106.68564,-19.28741
BTC-25SEP26-62000-P,62000.0,put,1790323200000,44.3,819.7,-0.15271,1e-05,106.69022,-19.28823
BTC-25SEP26-64000-C,64000.0,call,1790323200000,43.23,52.9,0.82049,1e-05,118.4455,-20.89541
BTC-25SEP26-64000-P,64000.0,put,1790323200000,43.23,181.3,-0.17951,1e-05,118.4455,-20.89541
BTC-25SEP26-65000-C,65000.0,call,1790323200000,42.71,424.9,0.80588,1e-05,124.32695,-21.66719
BTC-25SEP26-65000-P,65000.0,put,1790323200000,42.71,640.8,-0.19412,1e-05,124.32695,-21.66719
BTC-25SEP26-66000-C,66000.0,call,1790323200000,42.34,79.8,0.78994,2e-05,130.34949,-22.52373
BTC-25SEP26-66000-P,66000.0,put,1790323200000,42.34,178.0,-0.20997,2e-05,130.326,-22.51966
BTC-25SEP26-68000-C,68000.0,call,1790323200000,41.53,361.8,0.75592,2e-05,141.87253,-24.04187
BTC-25SEP26-68000-P,68000.0,put,1790323200000,41.53,563.9,-0.24397,2e-05,141.85032,-24.03816
BTC-25SEP26-70000-C,70000.0,call,1790323200000,40.71,1378.2,0.71904,2e-05,152.49541,-25.33164
BTC-25SEP26-70000-P,70000.0,put,1790323200000,40.71,1519.2,-0.28101,2e-05,152.50339,-25.33297
BTC-25SEP26-72000-C,72000.0,call,1790323200000,40.14,1593.6,0.67859,2e-05,162.0339,-26.54165
BTC-25SEP26-72000-P,72000.0,put,1790323200000,40.14,287.9,-0.32142,2e-05,162.03408,-26.54171
BTC-25SEP26-74000-C,74000.0,call,1790323200000,39.53,399.1,0.63598,2e-05,169.84413,-27.39654
BTC-25SEP26-74000-P,74000.0,put,1790323200000,39.53,95.7,-0.36402,2e-05,169.84414,-27.39658
BTC-25SEP26-75000-C,75000.0,call,1790323200000,39.29,1810.8,0.61389,2e-05,173.02502,-27.739
BTC-25SEP26-75000-P,75000.0,put,1790323200000,39.29,3048.8,-0.38611,2e-05,173.02508,-27.73921
BTC-25SEP26-76000-C,76000.0,call,1790323200000,39.05,736.6,0.59146,2e-05,175.66552,-27.99559
BTC-25SEP26-76000-P,76000.0,put,1790323200000,39.05,610.3,-0.40854,2e-05,175.66553,-27.99559
BTC-25SEP26-78000-C,78000.0,call,1790323200000,38.59,2387.9,0.54587,2e-05,179.23482,-28.22793
BTC-25SEP26-78000-P,78000.0,put,1790323200000,38.59,642.0,-0.45413,2e-05,179.23482,-28.22793
BTC-25SEP26-80000-C,80000.0,call,1790323200000,38.25,2358.6,0.50003,2e-05,180.43061,-28.16516
BTC-25SEP26-80000-P,80000.0,put,1790323200000,38.25,722.2,-0.49993,2e-05,180.43394,-28.16571
BTC-25SEP26-82000-C,82000.0,call,1790323200000,38.07,1439.6,0.45505,2e-05,179.28436,-27.8545
BTC-25SEP26-82000-P,82000.0,put,1790323200000,38.07,197.1,-0.54489,2e-05,179.29341,-27.85589
BTC-25SEP26-84000-C,84000.0,call,1790323200000,37.93,657.4,0.4115,2e-05,175.97876,-27.23745
BTC-25SEP26-84000-P,84000.0,put,1790323200000,37.93,48.7,-0.5885,2e-05,175.97858,-27.23742
BTC-25SEP26-85000-C,85000.0,call,1790323200000,37.85,775.1,0.39028,2e-05,173.56816,-26.80673
BTC-25SEP26-85000-P,85000.0,put,1790323200000,37.85,492.5,-0.60972,2e-05,173.56796,-26.8067
BTC-25SEP26-86000-C,86000.0,call,1790323200000,37.78,520.8,0.36961,2e-05,170.71032,-26.31938
BTC-25SEP26-86000-P,86000.0,put,1790323200000,37.78,11.6,-0.6304,2e-05,170.70889,-26.31911
BTC-25SEP26-88000-C,88000.0,call,1790323200000,37.68,324.4,0.33009,2e-05,163.81312,-25.1901
BTC-25SEP26-88000-P,88000.0,put,1790323200000,37.68,4.7,-0.66991,2e-05,163.81318,-25.19011
BTC-25SEP26-90000-C,90000.0,call,1790323200000,37.6,2061.7,0.2931,2e-05,155.58875,-23.87018
BTC-25SEP26-90000-P,90000.0,put,1790323200000,37.6,598.0,-0.7069,2e-05,155.58875,-23.87018
BTC-25SEP26-92000-C,92000.0,call,1790323200000,37.58,529.4,0.25924,2e-05,146.48516,-22.4625
BTC-25SEP26-92000-P,92000.0,put,1790323200000,37.58,4.0,-0.74076,2e-05,146.48546,-22.46254
BTC-25SEP26-94000-C,94000.0,call,1790323200000,37.58,140.5,0.22834,2e-05,136.77968,-20.97728
BTC-25SEP26-94000-P,94000.0,put,1790323200000,37.58,1.3,-0.77166,2e-05,136.77937,-20.97723
BTC-25SEP26-95000-C,95000.0,call,1790323200000,37.63,1237.6,0.21425,2e-05,131.88358,-20.24955
BTC-25SEP26-95000-P,95000.0,put,1790323200000,37.63,151.5,-0.78575,2e-05,131.88597,-20.25
BTC-25SEP26-96000-C,96000.0,call,1790323200000,37.71,224.8,0.20114,2e-05,127.05617,-19.5501
BTC-25SEP26-96000-P,96000.0,put,1790323200000,37.71,1.0,-0.79886,2e-05,127.05632,-19.54986
BTC-25SEP26-98000-C,98000.0,call,1790323200000,37.85,158.8,0.17685,2e-05,117.36797,-18.13036
BTC-25SEP26-98000-P,98000.0,put,1790323200000,37.85,0.1,-0.82314,2e-05,117.36989,-18.13065
BTC-25SEP26-100000-C,100000.0,call,1790323200000,37.88,4089.0,0.15418,1e-05,107.39715,-16.60199
BTC-25SEP26-100000-P,100000.0,put,1790323200000,37.88,271.7,-0.84581,1e-05,107.40139,-16.60281
BTC-25SEP26-102000-C,102000.0,call,1790323200000,38.28,51.6,0.13673,1e-05,99.06015,-15.47354
BTC-25SEP26-102000-P,102000.0,put,1790323200000,38.28,0.4,-0.86326,1e-05,99.06329,-15.47401
BTC-25SEP26-105000-C,105000.0,call,1790323200000,38.47,1385.0,0.11149,1e-05,85.86953,-13.48048
BTC-25SEP26-105000-P,105000.0,put,1790323200000,38.47,104.4,-0.8885,1e-05,85.87494,-13.48133
BTC-25SEP26-110000-C,110000.0,call,1790323200000,38.97,1524.1,0.07986,1e-05,67.15245,-10.68023
BTC-25SEP26-110000-P,110000.0,put,1790323200000,38.97,116.7,-0.92014,1e-05,67.15245,-10.68023
BTC-25SEP26-115000-C,115000.0,call,1790323200000,39.65,2366.1,0.05802,1e-05,52.47908,-8.49123
BTC-25SEP26-115000-P,115000.0,put,1790323200000,39.65,91.7,-0.94198,1e-05,52.47508,-8.49058
BTC-25SEP26-120000-C,120000.0,call,1790323200000,40.78,1181.1,0.04439,1e-05,42.40029,-7.05534
BTC-25SEP26-120000-P,120000.0,put,1790323200000,40.78,173.8,-0.95561,1e-05,42.40029,-7.05534
BTC-25SEP26-125000-C,125000.0,call,1790323200000,41.69,2268.7,0.03374,0.0,33.91027,-5.76874
BTC-25SEP26-125000-P,125000.0,put,1790323200000,41.69,21.6,-0.96626,0.0,33.91064,-5.7688
BTC-25SEP26-130000-C,130000.0,call,1790323200000,42.58,1424.8,0.02595,0.0,27.27608,-4.73973
BTC-25SEP26-130000-P,130000.0,put,1790323200000,42.58,21.9,-0.97405,0.0,27.27628,-4.7398
BTC-25SEP26-135000-C,135000.0,call,1790323200000,43.58,160.1,0.02053,0.0,22.38546,-3.98127
BTC-25SEP26-135000-P,135000.0,put,1790323200000,43.58,12.5,-0.97947,0.0,22.38547,-3.98128
BTC-25SEP26-140000-C,140000.0,call,1790323200000,44.11,1118.1,0.01548,0.0,17.5984,-3.16808
BTC-25SEP26-140000-P,140000.0,put,1790323200000,44.11,1.4,-0.98452,0.0,17.59865,-3.16812
BTC-25SEP26-145000-C,145000.0,call,1790323200000,45.39,477.0,0.01311,0.0,15.25241,-2.82536
BTC-25SEP26-145000-P,145000.0,put,1790323200000,45.39,0.2,-0.98689,0.0,15.25245,-2.82537
BTC-25SEP26-150000-C,150000.0,call,1790323200000,45.99,758.2,0.01023,0.0,12.29521,-2.30753
BTC-25SEP26-150000-P,150000.0,put,1790323200000,45.99,0.7,-0.98977,0.0,12.29593,-2.30766
BTC-25SEP26-155000-C,155000.0,call,1790323200000,47.46,319.0,0.00922,0.0,11.22837,-2.17483
BTC-25SEP26-155000-P,155000.0,put,1790323200000,47.46,0.1,-0.99078,0.0,11.23404,-2.17593
BTC-25SEP26-160000-C,160000.0,call,1790323200000,48.75,828.6,0.00821,0.0,10.13936,-2.0169
BTC-25SEP26-160000-P,160000.0,put,1790323200000,48.74,0.6,-0.9918,0.0,10.13741,-2.01646
BTC-25SEP26-165000-C,165000.0,call,1790323200000,49.42,131.6,0.00675,0.0,8.53252,-1.72075
BTC-25SEP26-170000-C,170000.0,call,1790323200000,50.68,352.7,0.00615,0.0,7.86062,-1.62569
BTC-25SEP26-175000-C,175000.0,call,1790323200000,51.19,1448.9,0.00504,0.0,6.58685,-1.37588
BTC-25SEP26-175000-P,175000.0,put,1790323200000,51.19,0.2,-0.99496,0.0,6.58684,-1.37588
BTC-25SEP26-180000-C,180000.0,call,1790323200000,51.81,751.4,0.00424,0.0,5.64175,-1.19271
BTC-25SEP26-180000-P,180000.0,put,1790323200000,51.81,7.3,-0.99576,0.0,5.64175,-1.19271
BTC-25SEP26-190000-C,190000.0,call,1790323200000,54.53,824.7,0.00395,0.0,5.29511,-1.17838
BTC-25SEP26-200000-C,200000.0,call,1790323200000,54.56,1131.6,0.00242,0.0,3.40763,-0.75864
BTC-25SEP26-200000-P,200000.0,put,1790323200000,54.55,0.1,-0.99758,0.0,3.40647,-0.75835
BTC-25SEP26-220000-C,220000.0,call,1790323200000,58.64,279.7,0.00199,0.0,2.86034,-0.68446
BTC-25SEP26-220000-P,220000.0,put,1790323200000,58.64,1.8,-0.99801,0.0,2.86055,-0.68451
BTC-25SEP26-240000-C,240000.0,call,1790323200000,61.2,248.5,0.0014,0.0,2.06773,-0.51637
BTC-25SEP26-260000-C,260000.0,call,1790323200000,61.4,291.3,0.00068,0.0,1.06506,-0.26687
BTC-25SEP26-280000-C,280000.0,call,1790323200000,63.11,69.1,0.00047,0.0,0.75393,-0.19417
BTC-25SEP26-300000-C,300000.0,call,1790323200000,64.66,174.0,0.00033,0.0,0.54655,-0.14422
BTC-25SEP26-320000-C,320000.0,call,1790323200000,66.78,248.8,0.00028,0.0,0.46514,-0.12675
BTC-25SEP26-320000-P,320000.0,put,1790323200000,66.78,0.1,-0.99972,0.0,0.46514,-0.12675
BTC-25DEC26-30000-C,30000.0,call,1798185600000,68.47,233.1,0.98239,0.0,26.18791,-4.19891
BTC-25DEC26-30000-P,30000.0,put,1798185600000,68.47,1636.9,-0.01761,0.0,26.18684,-4.19874
BTC-25DEC26-35000-C,35000.0,call,1798185600000,64.03,64.8,0.97141,0.0,39.39952,-5.90744
BTC-25DEC26-35000-P,35000.0,put,1798185600000,64.03,2103.0,-0.02859,0.0,39.39952,-5.90744
BTC-25DEC26-40000-C,40000.0,call,1798185600000,59.79,44.8,0.95649,0.0,55.59737,-7.78361
BTC-25DEC26-40000-P,40000.0,put,1798185600000,59.79,3175.9,-0.04351,0.0,55.59737,-7.78361
BTC-25DEC26-45000-C,45000.0,call,1798185600000,55.71,48.3,0.93673,0.0,74.83137,-9.76115
BTC-25DEC26-45000-P,45000.0,put,1798185600000,55.71,2136.9,-0.06327,0.0,74.83137,-9.76115
BTC-25DEC26-50000-C,50000.0,call,1798185600000,52.25,59.9,0.90954,1e-05,98.24203,-12.02073
BTC-25DEC26-50000-P,50000.0,put,1798185600000,52.25,1426.2,-0.09046,1e-05,98.24203,-12.02073
BTC-25DEC26-54000-C,54000.0,call,1798185600000,49.88,9.8,0.88125,1e-05,119.67291,-13.97805
BTC-25DEC26-54000-P,54000.0,put,1798185600000,49.88,1724.7,-0.11875,1e-05,119.67291,-13.97805
BTC-25DEC26-55000-C,55000.0,call,1798185600000,49.39,30.3,0.873,1e-05,125.4452,-14.50746
BTC-25DEC26-55000-P,55000.0,put,1798185600000,49.39,924.8,-0.12701,1e-05,125.44862,-14.50788
BTC-25DEC26-56000-C,56000.0,call,1798185600000,48.86,39.7,0.86449,1e-05,131.1927,-15.00997
BTC-25DEC26-56000-P,56000.0,put,1798185600000,48.86,72.3,-0.13551,1e-05,131.1927,-15.00997
BTC-25DEC26-58000-C,58000.0,call,1798185600000,47.98,39.6,0.84577,1e-05,143.13669,-16.08158
BTC-25DEC26-58000-P,58000.0,put,1798185600000,47.98,127.5,-0.15423,1e-05,143.13741,-16.08167
BTC-25DEC26-60000-C,60000.0,call,1798185600000,47.03,137.6,0.82575,1e-05,154.93197,-17.06069
BTC-25DEC26-60000-P,60000.0,put,1798185600000,47.03,6496.9,-0.17425,1e-05,154.93137,-17.06062
BTC-25DEC26-62000-C,62000.0,call,1798185600000,46.29,67.4,0.80347,1e-05,166.94905,-18.09601
BTC-25DEC26-62000-P,62000.0,put,1798185600000,46.29,629.5,-0.19653,1e-05,166.94905,-18.09601
BTC-25DEC26-64000-C,64000.0,call,1798185600000,45.54,12.7,0.7797,1e-05,178.58318,-19.04475
BTC-25DEC26-64000-P,64000.0,put,1798185600000,45.54,96.0,-0.2203,1e-05,178.58318,-19.04475
BTC-25DEC26-65000-C,65000.0,call,1798185600000,45.32,218.0,0.76685,1e-05,184.38841,-19.56818
BTC-25DEC26-65000-P,65000.0,put,1798185600000,45.32,474.7,-0.23315,1e-05,184.38857,-19.56815
BTC-25DEC26-66000-C,66000.0,call,1798185600000,44.96,15.9,0.75402,1e-05,189.86177,-19.98852
BTC-25DEC26-66000-P,66000.0,put,1798185600000,44.96,128.0,-0.24598,1e-05,189.86134,-19.98851
BTC-25DEC26-68000-C,68000.0,call,1798185600000,44.45,184.1,0.72685,1e-05,200.42081,-20.8632
BTC-25DEC26-68000-P,68000.0,put,1798185600000,44.45,266.3,-0.27315,1e-05,200.42081,-20.8632
BTC-25DEC26-70000-C,70000.0,call,1798185600000,43.96,1263.2,0.6985,1e-05,210.01215,-21.61764
BTC-25DEC26-70000-P,70000.0,put,1798185600000,43.96,1132.6,-0.3015,1e-05,210.01215,-21.61764
BTC-25DEC26-72000-C,72000.0,call,1798185600000,43.62,1056.3,0.66898,1e-05,218.52277,-22.32084
BTC-25DEC26-72000-P,72000.0,put,1798185600000,43.62,368.7,-0.33102,1e-05,218.52271,-22.32047
BTC-25DEC26-74000-C,74000.0,call,1798185600000,43.21,27.0,0.63878,1e-05,225.72952,-22.84212
BTC-25DEC26-74000-P,74000.0,put,1798185600000,43.21,57.9,-0.36123,1e-05,225.72957,-22.84214
BTC-25DEC26-75000-C,75000.0,call,1798185600000,42.96,995.8,0.62342,1e-05,228.82673,-23.01977
BTC-25DEC26-75000-P,75000.0,put,1798185600000,42.96,791.6,-0.37658,1e-05,228.8267,-23.01977
BTC-25DEC26-76000-C,76000.0,call,1798185600000,42.79,273.3,0.60793,1e-05,231.57149,-23.20104
BTC-25DEC26-76000-P,76000.0,put,1798185600000,42.79,143.8,-0.39207,1e-05,231.57152,-23.20097
BTC-25DEC26-78000-C,78000.0,call,1798185600000,42.44,204.0,0.57672,2e-05,235.96603,-23.45225
BTC-25DEC26-78000-P,78000.0,put,1798185600000,42.44,223.9,-0.42328,2e-05,235.96592,-23.45227
BTC-25DEC26-80000-C,80000.0,call,1798185600000,42.18,5095.6,0.54549,2e-05,238.86462,-23.59305
BTC-25DEC26-80000-P,80000.0,put,1798185600000,42.18,911.9,-0.45451,2e-05,238.86462,-23.59305
BTC-25DEC26-82000-C,82000.0,call,1798185600000,41.85,185.2,0.51415,2e-05,240.27797,-23.54628
BTC-25DEC26-82000-P,82000.0,put,1798185600000,41.85,157.8,-0.48585,2e-05,240.27797,-23.54628
BTC-25DEC26-84000-C,84000.0,call,1798185600000,41.57,598.6,0.4832,2e-05,240.22177,-23.38381
BTC-25DEC26-84000-P,84000.0,put,1798185600000,41.57,45.9,-0.51681,2e-05,240.22056,-23.38368
BTC-25DEC26-85000-C,85000.0,call,1798185600000,41.48,1569.3,0.46802,2e-05,239.66087,-23.27693
BTC-25DEC26-85000-P,85000.0,put,1798185600000,41.48,545.0,-0.53198,2e-05,239.66159,-23.277
BTC-25DEC26-86000-C,86000.0,call,1798185600000,41.33,121.1,0.45275,2e-05,238.74683,-23.10344
BTC-25DEC26-86000-P,86000.0,put,1798185600000,41.33,23.4,-0.54725,2e-05,238.74683,-23.10344
BTC-25DEC26-88000-C,88000.0,call,1798185600000,41.08,1719.3,0.4229,2e-05,235.93172,-22.69459
BTC-25DEC26-88000-P,88000.0,put,1798185600000,41.08,3.4,-0.5771,2e-05,235.93153,-22.69458
BTC-25DEC26-90000-C,90000.0,call,1798185600000,40.93,2229.8,0.39431,2e-05,231.94745,-22.23053
BTC-25DEC26-90000-P,90000.0,put,1798185600000,40.93,596.1,-0.60569,2e-05,231.94767,-22.23055
BTC-25DEC26-92000-C,92000.0,call,1798185600000,40.82,215.8,0.36689,2e-05,226.92317,-21.68944
BTC-25DEC26-92000-P,92000.0,put,1798185600000,40.82,4.5,-0.63311,2e-05,226.92317,-21.68944
BTC-25DEC26-94000-C,94000.0,call,1798185600000,40.73,72.6,0.3407,1e-05,221.00328,-21.07829
BTC-25DEC26-94000-P,94000.0,put,1798185600000,40.73,5.2,-0.6593,1e-05,221.00328,-21.07829
BTC-25DEC26-95000-C,95000.0,call,1798185600000,40.68,1174.3,0.32803,1e-05,217.73548,-20.74355
BTC-25DEC26-95000-P,95000.0,put,1798185600000,40.68,90.5,-0.67197,1e-05,217.73548,-20.74355
BTC-25DEC26-96000-C,96000.0,call,1798185600000,40.64,66.2,0.31566,1e-05,214.28984,-20.39181
BTC-25DEC26-96000-P,96000.0,put,1798185600000,40.64,0.6,-0.68434,1e-05,214.28969,-20.39179
BTC-25DEC26-98000-C,98000.0,call,1798185600000,40.54,178.2,0.29176,1e-05,206.88813,-19.64067
BTC-25DEC26-98000-P,98000.0,put,1798185600000,40.54,0.7,-0.70821,1e-05,206.90033,-19.64183
BTC-25DEC26-100000-C,100000.0,call,1798185600000,40.62,2356.2,0.27039,1e-05,199.42522,-18.96705
BTC-25DEC26-100000-P,100000.0,put,1798185600000,40.62,258.1,-0.72964,1e-05,199.40749,-18.96536
BTC-25DEC26-102000-C,102000.0,call,1798185600000,40.54,58.7,0.24912,1e-05,191.15926,-18.14788
BTC-25DEC26-104000-C,104000.0,call,1798185600000,40.71,64.0,0.23102,1e-05,183.45884,-17.4903
BTC-25DEC26-105000-C,105000.0,call,1798185600000,40.71,708.9,0.22178,1e-05,179.27754,-17.09204
BTC-25DEC26-105000-P,105000.0,put,1798185600000,40.71,107.9,-0.77822,1e-05,179.27754,-17.09204
BTC-25DEC26-106000-C,106000.0,call,1798185600000,40.73,79.7,0.21293,1e-05,175.10802,-16.69914
BTC-25DEC26-106000-P,106000.0,put,1798185600000,40.73,0.1,-0.78707,1e-05,175.10817,-16.69917
BTC-25DEC26-108000-C,108000.0,call,1798185600000,40.75,76.0,0.19608,1e-05,166.72544,-15.90744
BTC-25DEC26-110000-C,110000.0,call,1798185600000,40.84,2866.9,0.18092,1e-05,158.65219,-15.17064
BTC-25DEC26-110000-P,110000.0,put,1798185600000,40.84,53.3,-0.81908,1e-05,158.65216,-15.17064
BTC-25DEC26-115000-C,115000.0,call,1798185600000,41.09,2501.1,0.14787,1e-05,139.18869,-13.394
BTC-25DEC26-115000-P,115000.0,put,1798185600000,41.09,1.8,-0.85212,1e-05,139.19039,-13.39416
BTC-25DEC26-120000-C,120000.0,call,1798185600000,41.49,7063.3,0.12168,1e-05,121.74624,-11.82901
BTC-25DEC26-120000-P,120000.0,put,1798185600000,41.49,18.9,-0.87832,1e-05,121.74624,-11.82901
BTC-25DEC26-125000-C,125000.0,call,1798185600000,41.93,820.4,0.10052,1e-05,106.17134,-10.4234
BTC-25DEC26-125000-P,125000.0,put,1798185600000,41.93,8.5,-0.89949,1e-05,106.16724,-10.42294
BTC-25DEC26-130000-C,130000.0,call,1798185600000,42.41,1514.2,0.08357,1e-05,92.60052,-9.19514
BTC-25DEC26-130000-P,130000.0,put,1798185600000,42.41,52.1,-0.91643,1e-05,92.60083,-9.19512
BTC-25DEC26-135000-C,135000.0,call,1798185600000,42.92,950.9,0.07,1e-05,80.92135,-8.13337
BTC-25DEC26-135000-P,135000.0,put,1798185600000,42.92,0.6,-0.93,1e-05,80.92135,-8.13337
BTC-25DEC26-140000-C,140000.0,call,1798185600000,43.46,1410.7,0.05902,0.0,70.87443,-7.21211
BTC-25DEC26-140000-P,140000.0,put,1798185600000,43.46,0.2,-0.94098,0.0,70.87525,-7.2122
BTC-25DEC26-150000-C,150000.0,call,1798185600000,44.43,1563.0,0.04232,0.0,54.36796,-5.65664
BTC-25DEC26-150000-P,150000.0,put,1798185600000,44.43,2.1,-0.95768,0.0,54.36797,-5.65664
BTC-25DEC26-160000-C,160000.0,call,1798185600000,45.48,1199.4,0.03128,0.0,42.44978,-4.52056
BTC-25DEC26-170000-C,170000.0,call,1798185600000,47.03,2155.2,0.02512,0.0,35.36741,-3.89463
BTC-25DEC26-180000-C,180000.0,call,1798185600000,48.32,919.2,0.02016,0.0,29.37286,-3.32325
BTC-25DEC26-190000-C,190000.0,call,1798185600000,49.68,989.2,0.01674,0.0,25.07695,-2.91728
BTC-25DEC26-200000-C,200000.0,call,1798185600000,50.9,941.4,0.01398,0.0,21.48883,-2.56111
BTC-25DEC26-210000-C,210000.0,call,1798185600000,52.15,149.2,0.01197,0.0,18.79064,-2.29448
BTC-25DEC26-220000-C,220000.0,call,1798185600000,53.45,226.1,0.01053,0.0,16.80733,-2.10361
BTC-25DEC26-230000-C,230000.0,call,1798185600000,54.46,187.0,0.00906,0.0,14.73683,-1.8793
BTC-25DEC26-240000-C,240000.0,call,1798185600000,55.4,879.3,0.00784,0.0,12.97492,-1.68312
BTC-25DEC26-250000-C,250000.0,call,1798185600000,56.47,1186.0,0.007,0.0,11.75307,-1.55409
BTC-25DEC26-250000-P,250000.0,put,1798185600000,56.47,10.0,-0.993,0.0,11.75204,-1.55393
BTC-26MAR27-40000-C,40000.0,call,1806048000000,56.74,23.3,0.94349,0.0,82.53912,-7.68923
BTC-26MAR27-40000-P,40000.0,put,1806048000000,56.74,787.4,-0.05651,0.0,82.53912,-7.68923
BTC-26MAR27-50000-C,50000.0,call,1806048000000,51.66,9.8,0.88855,1e-05,137.84391,-11.69313
BTC-26MAR27-50000-P,50000.0,put,1806048000000,51.67,1920.1,-0.11144,1e-05,137.83937,-11.69279
BTC-26MAR27-55000-P,55000.0,put,1806048000000,49.65,1213.2,-0.14929,1e-05,168.79886,-13.75985
BTC-26MAR27-56000-C,56000.0,call,1806048000000,49.18,1.0,0.84253,1e-05,174.87055,-14.12185
BTC-26MAR27-56000-P,56000.0,put,1806048000000,49.18,53.4,-0.15747,1e-05,174.87055,-14.12185
BTC-26MAR27-58000-C,58000.0,call,1806048000000,48.54,0.5,0.82465,1e-05,187.45297,-14.93863
BTC-26MAR27-58000-P,58000.0,put,1806048000000,48.54,49.6,-0.17535,1e-05,187.45297,-14.93863
BTC-26MAR27-60000-C,60000.0,call,1806048000000,47.9,2.8,0.80572,1e-05,199.78401,-15.71364
BTC-26MAR27-60000-P,60000.0,put,1806048000000,47.9,280.9,-0.19426,1e-05,199.78057,-15.71341
BTC-26MAR27-62000-C,62000.0,call,1806048000000,47.32,2.2,0.78573,1e-05,211.79167,-16.45545
BTC-26MAR27-62000-P,62000.0,put,1806048000000,47.32,80.0,-0.21425,1e-05,211.78692,-16.45504
BTC-26MAR27-64000-C,64000.0,call,1806048000000,46.79,0.3,0.76473,1e-05,223.33679,-17.15828
BTC-26MAR27-64000-P,64000.0,put,1806048000000,46.79,84.6,-0.23529,1e-05,223.34002,-17.15852
BTC-26MAR27-65000-C,65000.0,call,1806048000000,46.58,1.0,0.75378,1e-05,228.92731,-17.50812
BTC-26MAR27-65000-P,65000.0,put,1806048000000,46.58,270.8,-0.24621,1e-05,228.92652,-17.50803
BTC-26MAR27-66000-C,66000.0,call,1806048000000,46.33,3.5,0.74273,1e-05,234.29886,-17.82297
BTC-26MAR27-66000-P,66000.0,put,1806048000000,46.33,57.7,-0.25727,1e-05,234.29886,-17.82297
BTC-26MAR27-68000-C,68000.0,call,1806048000000,45.87,7.4,0.72001,1e-05,244.48267,-18.41105
BTC-26MAR27-68000-P,68000.0,put,1806048000000,45.87,40.2,-0.27997,1e-05,244.48089,-18.41096
BTC-26MAR27-70000-C,70000.0,call,1806048000000,45.46,899.0,0.69658,1e-05,253.82198,-18.94508
BTC-26MAR27-70000-P,70000.0,put,1806048000000,45.46,73.5,-0.30342,1e-05,253.82196,-18.9451
BTC-26MAR27-72000-C,72000.0,call,1806048000000,45.11,18.0,0.67257,1e-05,262.20566,-19.42067
BTC-26MAR27-72000-P,72000.0,put,1806048000000,45.11,109.2,-0.32743,1e-05,262.20565,-19.42063
BTC-26MAR27-74000-C,74000.0,call,1806048000000,44.74,9.0,0.64812,1e-05,269.54503,-19.8017
BTC-26MAR27-74000-P,74000.0,put,1806048000000,44.74,23.4,-0.35188,1e-05,269.54503,-19.8017
BTC-26MAR27-76000-C,76000.0,call,1806048000000,44.38,16.4,0.62333,1e-05,275.79476,-20.09609
BTC-26MAR27-76000-P,76000.0,put,1806048000000,44.38,7.7,-0.37667,1e-05,275.79463,-20.09618
BTC-26MAR27-78000-C,78000.0,call,1806048000000,44.07,18.7,0.59835,1e-05,280.90288,-20.32602
BTC-26MAR27-78000-P,78000.0,put,1806048000000,44.07,176.1,-0.40165,1e-05,280.90288,-20.32602
BTC-26MAR27-80000-C,80000.0,call,1806048000000,43.82,531.8,0.5734,1e-05,284.8429,-20.49506
BTC-26MAR27-80000-P,80000.0,put,1806048000000,43.82,135.4,-0.4266,1e-05,284.8429,-20.49506
BTC-26MAR27-82000-C,82000.0,call,1806048000000,43.58,156.4,0.54849,1e-05,287.61879,-20.58178
BTC-26MAR27-82000-P,82000.0,put,1806048000000,43.58,3.8,-0.45151,1e-05,287.61867,-20.58162
BTC-26MAR27-84000-C,84000.0,call,1806048000000,43.38,73.2,0.52381,1e-05,289.24501,-20.6012
BTC-26MAR27-84000-P,84000.0,put,1806048000000,43.38,1.3,-0.47619,1e-05,289.2448,-20.60117
BTC-26MAR27-86000-C,86000.0,call,1806048000000,43.17,30.9,0.49938,1e-05,289.76019,-20.53962
